"subID","runNum","currentContext","trialInRun","currentTrial","currentOnsetPTime","currentTrait"
8,2,"friend",71,148,496.8095,"Hospitable"
8,2,"friend",73,150,510.0821,"Unafraid"
8,2,"friend",74,151,517.1005,"Optimistic"
8,2,"friend",75,152,523.3372,"Dependable"
8,2,"friend",77,154,537,"Charming"
8,3,"friend",1,155,5,"Hospitable"
8,3,"friend",2,156,12.2914,"Mathematical"
8,3,"friend",3,157,18.581,"Fun"
8,3,"friend",5,159,34.383,"Good-humored"
8,3,"friend",6,160,41.301,"Fair"
8,3,"friend",7,161,47.6509,"Unassuming"
8,3,"friend",8,162,53.8766,"Considerate"
8,3,"friend",9,163,60.1787,"Confident"
8,3,"friend",11,165,74.0219,"Enthusiastic"
8,3,"friend",12,166,80.4199,"Loyal"
8,3,"friend",13,167,87.82,"Generous"
8,3,"friend",14,168,94.2023,"Charming"
8,3,"friend",15,169,101.4849,"Self-critical"
8,3,"friend",16,170,109.5477,"Outspoken"
8,3,"friend",17,171,116.7277,"Optimistic"
8,3,"friend",18,172,125.0678,"Reserved"
8,3,"friend",19,173,132.5073,"Unselfish"
8,3,"friend",20,174,139.0432,"Giving"
8,3,"friend",22,176,151.7587,"Sociable"
8,3,"friend",23,177,157.9739,"Original"
8,3,"friend",24,178,166.2234,"Good"
8,3,"friend",26,180,180.6539,"Comfortable"
8,3,"friend",27,181,187.288,"Faithful"
8,3,"friend",29,183,200.5124,"Straightforward"
8,3,"friend",30,184,207.3174,"Lively"
8,3,"friend",32,186,220.976,"Witty"
8,3,"friend",33,187,228.7155,"Lenient"
8,3,"friend",34,188,235.9021,"Scientific"
8,3,"friend",35,189,242.9434,"Sentimental"
8,3,"friend",37,191,256.3966,"Humorous"
8,3,"friend",38,192,263.3554,"Nice"
8,3,"friend",39,193,270.218,"Lucky"
8,3,"friend",40,194,277.2961,"Cooperative"
8,3,"friend",41,195,287.727,"Talkative"
8,3,"friend",43,197,302.6305,"Well-organized"
8,3,"friend",44,198,310.6526,"Funny"
8,3,"friend",45,199,317.5048,"Warm"
8,3,"friend",46,200,324.3402,"Sincere"
8,3,"friend",47,201,331.732,"Studious"
8,3,"friend",48,202,337.978,"Verbal"
8,3,"friend",49,203,347.7707,"Communicative"
8,3,"friend",51,205,361.1963,"Unafraid"
8,3,"friend",52,206,367.4778,"Courageous"
8,3,"friend",53,207,374.3825,"Eager"
8,3,"friend",54,208,381.2015,"Glad"
8,3,"friend",55,209,387.6728,"Charitable"
8,3,"friend",56,210,395.1061,"Understanding"
8,3,"friend",57,211,401.9735,"Open-minded"
8,3,"friend",58,212,408.2367,"Fearless"
8,3,"friend",59,213,414.7384,"Untiring"
8,3,"friend",60,214,421.6974,"Dependable"
8,3,"friend",62,216,437.7096,"Positive"
8,3,"friend",63,217,444.1314,"Gentle"
8,3,"friend",65,219,458.1143,"Compassionate"
8,3,"friend",66,220,464.3876,"Helpful"
8,3,"friend",67,221,471.2964,"Quiet"
8,3,"friend",68,222,477.5757,"Friendly"
8,3,"friend",70,224,490.1653,"Outgoing"
8,3,"friend",71,225,497.0695,"Extraverted"
8,3,"friend",72,226,504.2105,"Natural"
8,3,"friend",73,227,510.522,"Casual"
8,3,"friend",75,229,523.3744,"Good-tempered"
8,3,"friend",76,230,530.1462,"Passionate"
8,3,"friend",77,231,537,"Contemplative"
8,4,"school",1,232,5,"Compassionate"
8,4,"school",2,233,15.0634,"Funny"
8,4,"school",3,234,22.3586,"Lively"
8,4,"school",5,236,35.2652,"Unafraid"
8,4,"school",7,238,48.5776,"Good-tempered"
8,4,"school",8,239,54.7781,"Generous"
8,4,"school",9,240,61.9355,"Outgoing"
8,4,"school",10,241,68.602,"Fun"
8,4,"school",11,242,74.9459,"Natural"
8,4,"school",13,244,92.1015,"Sincere"
8,4,"school",14,245,98.3649,"Quiet"
8,4,"school",15,246,104.9027,"Sociable"
8,4,"school",16,247,112.0811,"Outspoken"
8,4,"school",18,249,126.485,"Cooperative"
8,4,"school",19,250,132.7578,"Lucky"
8,4,"school",20,251,139.2718,"Talkative"
8,4,"school",21,252,148.6287,"Untiring"
8,4,"school",22,253,155.8293,"Glad"
8,4,"school",23,254,163.4144,"Verbal"
8,4,"school",24,255,169.7953,"Friendly"
8,4,"school",25,256,177.4741,"Passionate"
8,4,"school",26,257,184.4956,"Gentle"
8,4,"school",27,258,191.3561,"Eager"
8,4,"school",29,260,203.9102,"Well-organized"
8,4,"school",31,262,217.4257,"Good-humored"
8,4,"school",32,263,223.654,"Confident"
8,4,"school",33,264,229.8981,"Courageous"
8,4,"school",34,265,237.6458,"Straightforward"
8,4,"school",35,266,244.2598,"Humorous"
8,4,"school",36,267,250.4591,"Contemplative"
8,4,"school",38,269,263.0473,"Enthusiastic"
8,4,"school",40,271,278.1262,"Nice"
8,4,"school",41,272,286.7325,"Dependable"
8,4,"school",42,273,293.4788,"Charitable"
8,4,"school",43,274,300.0091,"Witty"
8,4,"school",44,275,306.3395,"Scientific"
8,4,"school",45,276,313.951,"Lenient"
8,4,"school",46,277,320.1908,"Positive"
8,4,"school",47,278,326.6256,"Fair"
8,4,"school",48,279,335.6604,"Unassuming"
8,4,"school",49,280,342.3222,"Comfortable"
8,4,"school",50,281,348.7778,"Faithful"
8,4,"school",51,282,356.8553,"Mathematical"
8,4,"school",52,283,364.0776,"Optimistic"
8,4,"school",54,285,377.5208,"Communicative"
8,4,"school",56,287,390.8756,"Sentimental"
8,4,"school",57,288,399.25,"Charming"
8,4,"school",58,289,405.5538,"Open-minded"
8,4,"school",59,290,411.9357,"Understanding"
8,4,"school",61,292,425.6629,"Good"
8,4,"school",62,293,432.4719,"Helpful"
8,4,"school",63,294,439.1446,"Considerate"
8,4,"school",64,295,446.2405,"Reserved"
8,4,"school",66,297,461.8366,"Loyal"
8,4,"school",67,298,468.5392,"Giving"
8,4,"school",68,299,475.7246,"Casual"
8,4,"school",69,300,481.8211,"Original"
8,4,"school",70,301,487.9146,"Studious"
8,4,"school",71,302,494.0024,"Fearless"
8,4,"school",72,303,501.5103,"Warm"
8,4,"school",73,304,508.8836,"Self-critical"
8,4,"school",75,306,523.6045,"Hospitable"
8,4,"school",76,307,530.394,"Extraverted"
8,4,"school",77,308,537,"Unselfish"
9,1,"school",1,1,5,"Glad"
9,1,"school",3,3,18.0604,"Helpful"
9,1,"school",4,4,26.1302,"Sociable"
9,1,"school",5,5,32.9701,"Unassuming"
9,1,"school",6,6,39.6611,"Understanding"
9,1,"school",7,7,45.8815,"Good-humored"
9,1,"school",8,8,56.0778,"Humorous"
9,1,"school",9,9,64.739,"Good"
9,1,"school",10,10,72.8332,"Outgoing"
9,1,"school",11,11,78.9906,"Fair"
9,1,"school",12,12,85.3731,"Verbal"
9,1,"school",13,13,92.806,"Good-tempered"
9,1,"school",15,15,109.6482,"Sentimental"
9,1,"school",16,16,116.758,"Cooperative"
9,1,"school",17,17,124.2685,"Faithful"
9,1,"school",18,18,130.619,"Talkative"
9,1,"school",20,20,144.0246,"Communicative"
9,1,"school",22,22,159.2292,"Outspoken"
9,1,"school",24,24,172.1907,"Passionate"
9,1,"school",26,26,185.0723,"Enthusiastic"
9,1,"school",27,27,191.3718,"Optimistic"
9,1,"school",29,29,204.4003,"Confident"
9,1,"school",30,30,211.0339,"Loyal"
9,1,"school",31,31,217.1647,"Lively"
9,1,"school",32,32,224.1009,"Friendly"
9,1,"school",33,33,230.3047,"Eager"
9,1,"school",34,34,236.91,"Nice"
9,1,"school",35,35,242.9875,"Scientific"
9,1,"school",36,36,249.1095,"Contemplative"
9,1,"school",37,37,256.8488,"Lenient"
9,1,"school",38,38,265.4855,"Fun"
9,1,"school",39,39,272.319,"Original"
9,1,"school",40,40,279.1447,"Extraverted"
9,1,"school",41,41,286.9603,"Warm"
9,1,"school",42,42,296.2375,"Positive"
9,1,"school",43,43,302.5137,"Compassionate"
9,1,"school",45,45,315.7423,"Courageous"
9,1,"school",46,46,321.9383,"Natural"
9,1,"school",47,47,331.14,"Dependable"
9,1,"school",48,48,338.5121,"Casual"
9,1,"school",49,49,346.3331,"Untiring"
9,1,"school",50,50,353.0362,"Considerate"
9,1,"school",51,51,359.7678,"Reserved"
9,1,"school",52,52,366.3382,"Well-organized"
9,1,"school",54,54,380.0032,"Quiet"
9,1,"school",55,55,386.1173,"Witty"
9,1,"school",56,56,393.2915,"Charitable"
9,1,"school",58,58,406.2689,"Charming"
9,1,"school",60,60,419.4053,"Straightforward"
9,1,"school",61,61,425.8306,"Gentle"
9,1,"school",63,63,440.0741,"Giving"
9,1,"school",64,64,447.0846,"Self-critical"
9,1,"school",65,65,453.624,"Comfortable"
9,1,"school",66,66,460.569,"Unafraid"
9,1,"school",67,67,466.7353,"Generous"
9,1,"school",68,68,473.6107,"Funny"
9,1,"school",69,69,479.9036,"Lucky"
9,1,"school",70,70,487.2271,"Mathematical"
9,1,"school",71,71,494.2326,"Open-minded"
9,1,"school",73,73,509.4023,"Hospitable"
9,1,"school",74,74,516.6632,"Fearless"
9,1,"school",75,75,523.945,"Studious"
9,1,"school",76,76,530.9178,"Unselfish"
9,1,"school",77,77,537,"Sincere"
9,2,"friend",1,78,5,"Extraverted"
9,2,"friend",2,79,11.2454,"Lenient"
9,2,"friend",3,80,19.3007,"Comfortable"
9,2,"friend",4,81,26.773,"Straightforward"
9,2,"friend",5,82,35.0234,"Cooperative"
9,2,"friend",7,84,47.5973,"Charming"
9,2,"friend",8,85,56.3382,"Warm"
9,2,"friend",9,86,62.4956,"Giving"
9,2,"friend",10,87,68.8308,"Original"
9,2,"friend",11,88,75.0331,"Courageous"
9,2,"friend",12,89,83.6356,"Reserved"
9,2,"friend",13,90,90.3457,"Hospitable"
9,2,"friend",14,91,98.3443,"Humorous"
9,2,"friend",16,93,111.743,"Good-humored"
9,2,"friend",17,94,118.1009,"Enthusiastic"
9,2,"friend",18,95,125.4914,"Loyal"
9,2,"friend",19,96,132.5445,"Verbal"
9,2,"friend",20,97,138.9123,"Eager"
9,2,"friend",21,98,147.0743,"Unafraid"
9,2,"friend",22,99,153.5039,"Mathematical"
9,2,"friend",23,100,159.9855,"Sentimental"
9,2,"friend",25,102,173.8338,"Positive"
9,2,"friend",26,103,182.5981,"Considerate"
9,2,"friend",28,105,199.06,"Outgoing"
9,2,"friend",30,107,212.8029,"Fun"
9,2,"friend",31,108,219.1507,"Confident"
9,2,"friend",32,109,225.6045,"Outspoken"
9,2,"friend",33,110,232.0911,"Studious"
9,2,"friend",34,111,238.2785,"Compassionate"
9,2,"friend",35,112,245.0144,"Talkative"
9,2,"friend",36,113,251.286,"Fearless"
9,2,"friend",37,114,258.2553,"Scientific"
9,2,"friend",38,115,265.0787,"Open-minded"
9,2,"friend",40,117,277.5818,"Quiet"
9,2,"friend",42,119,291.5547,"Lively"
9,2,"friend",43,120,298.853,"Unselfish"
9,2,"friend",45,122,312.7848,"Helpful"
9,2,"friend",46,123,318.9955,"Nice"
9,2,"friend",48,125,334.0196,"Dependable"
9,2,"friend",50,127,347.1418,"Understanding"
9,2,"friend",51,128,353.4031,"Sincere"
9,2,"friend",53,130,366.2238,"Friendly"
9,2,"friend",54,131,372.5098,"Untiring"
9,2,"friend",55,132,381.0567,"Faithful"
9,2,"friend",56,133,388.4897,"Sociable"
9,2,"friend",57,134,394.6651,"Self-critical"
9,2,"friend",59,136,408.6195,"Casual"
9,2,"friend",60,137,415.4165,"Gentle"
9,2,"friend",62,139,432.0502,"Funny"
9,2,"friend",63,140,439.3772,"Lucky"
9,2,"friend",64,141,446.2159,"Generous"
9,2,"friend",65,142,452.5764,"Well-organized"
9,2,"friend",66,143,459.2688,"Communicative"
9,2,"friend",67,144,466.8343,"Charitable"
9,2,"friend",68,145,473.1712,"Good"
9,2,"friend",69,146,479.4577,"Good-tempered"
9,2,"friend",70,147,486.0223,"Fair"
9,2,"friend",71,148,492.2245,"Contemplative"
9,2,"friend",72,149,498.653,"Natural"
9,2,"friend",73,150,505.4962,"Glad"
9,2,"friend",74,151,513.3025,"Optimistic"
9,2,"friend",75,152,520.3672,"Passionate"
9,2,"friend",76,153,528.4379,"Unassuming"
9,2,"friend",77,154,537,"Witty"
9,3,"friend",1,155,5,"Generous"
9,3,"friend",2,156,12.5222,"Original"
9,3,"friend",3,157,19.1932,"Understanding"
9,3,"friend",4,158,25.5861,"Loyal"
9,3,"friend",5,159,32.0397,"Confident"
9,3,"friend",6,160,38.9008,"Faithful"
9,3,"friend",7,161,45.6836,"Mathematical"
9,3,"friend",8,162,52.5055,"Natural"
9,3,"friend",9,163,59.7949,"Sentimental"
9,3,"friend",10,164,68.0259,"Positive"
9,3,"friend",11,165,74.5223,"Good-tempered"
9,3,"friend",12,166,80.9706,"Quiet"
9,3,"friend",13,167,88.5,"Giving"
9,3,"friend",14,168,94.8207,"Studious"
9,3,"friend",15,169,102.0335,"Fun"
9,3,"friend",17,171,119.4701,"Humorous"
9,3,"friend",18,172,126.2365,"Nice"
9,3,"friend",19,173,132.6227,"Untiring"
9,3,"friend",20,174,141.1321,"Unafraid"
9,3,"friend",21,175,147.373,"Considerate"
9,3,"friend",23,177,160.5984,"Good"
9,3,"friend",25,179,174.4021,"Scientific"
9,3,"friend",26,180,181.3421,"Fearless"
9,3,"friend",27,181,187.9452,"Fair"
9,3,"friend",28,182,195.2699,"Comfortable"
9,3,"friend",29,183,201.8762,"Charming"
9,3,"friend",31,185,215.1978,"Lucky"
9,3,"friend",32,186,223.3806,"Glad"
9,3,"friend",33,187,230.5165,"Courageous"
9,3,"friend",35,189,243.4965,"Dependable"
9,3,"friend",36,190,250.9548,"Warm"
9,3,"friend",37,191,258.2954,"Open-minded"
9,3,"friend",39,193,271.8783,"Eager"
9,3,"friend",40,194,278.0875,"Contemplative"
9,3,"friend",41,195,286.3954,"Funny"
9,3,"friend",42,196,292.686,"Hospitable"
9,3,"friend",43,197,299.9285,"Passionate"
9,3,"friend",44,198,306.1985,"Casual"
9,3,"friend",45,199,314.9329,"Friendly"
9,3,"friend",46,200,323.1764,"Enthusiastic"
9,3,"friend",48,202,335.6408,"Self-critical"
9,3,"friend",49,203,343.2121,"Gentle"
9,3,"friend",50,204,349.5741,"Talkative"
9,3,"friend",51,205,356.1143,"Compassionate"
9,3,"friend",52,206,362.524,"Good-humored"
9,3,"friend",53,207,369.0577,"Lively"
9,3,"friend",55,209,383.1651,"Outgoing"
9,3,"friend",56,210,390.2985,"Optimistic"
9,3,"friend",57,211,396.7614,"Charitable"
9,3,"friend",59,213,411.0309,"Helpful"
9,3,"friend",61,215,425.8137,"Reserved"
9,3,"friend",63,217,439.0564,"Lenient"
9,3,"friend",64,218,447.1668,"Sociable"
9,3,"friend",66,220,462.1167,"Verbal"
9,3,"friend",67,221,468.5073,"Cooperative"
9,3,"friend",68,222,475.8155,"Sincere"
9,3,"friend",69,223,482.5058,"Unassuming"
9,3,"friend",70,224,488.99,"Witty"
9,3,"friend",71,225,495.9511,"Outspoken"
9,3,"friend",73,227,508.7056,"Communicative"
9,3,"friend",74,228,516.5509,"Straightforward"
9,3,"friend",75,229,523.5091,"Well-organized"
9,3,"friend",76,230,530.8226,"Unselfish"
9,3,"friend",77,231,537,"Extraverted"
9,4,"school",1,232,5,"Unafraid"
9,4,"school",2,233,11.6856,"Open-minded"
9,4,"school",3,234,17.8174,"Lively"
9,4,"school",5,236,30.7967,"Scientific"
9,4,"school",7,238,43.6205,"Considerate"
9,4,"school",8,239,49.7879,"Enthusiastic"
9,4,"school",9,240,57.016,"Unassuming"
9,4,"school",10,241,63.1668,"Self-critical"
9,4,"school",12,243,76.9485,"Lucky"
9,4,"school",13,244,83.4309,"Optimistic"
9,4,"school",14,245,91.7747,"Lenient"
9,4,"school",15,246,97.8101,"Generous"
9,4,"school",16,247,107.6329,"Good-tempered"
9,4,"school",17,248,113.6698,"Cooperative"
9,4,"school",18,249,120.6734,"Humorous"
9,4,"school",19,250,127.9991,"Witty"
9,4,"school",20,251,135.2917,"Outspoken"
9,4,"school",21,252,142.4072,"Charitable"
9,4,"school",22,253,148.4238,"Comfortable"
9,4,"school",24,255,160.7703,"Gentle"
9,4,"school",25,256,167.487,"Casual"
9,4,"school",26,257,174.128,"Faithful"
9,4,"school",27,258,180.1859,"Verbal"
9,4,"school",28,259,186.3113,"Natural"
9,4,"school",30,261,199.053,"Quiet"
9,4,"school",31,262,206.8369,"Fair"
9,4,"school",32,263,214.5532,"Loyal"
9,4,"school",33,264,221.0981,"Hospitable"
9,4,"school",34,265,227.2958,"Warm"
9,4,"school",35,266,234.2521,"Understanding"
9,4,"school",36,267,240.6143,"Confident"
9,4,"school",37,268,249.5663,"Studious"
9,4,"school",38,269,256.1553,"Compassionate"
9,4,"school",39,270,262.3362,"Original"
9,4,"school",40,271,269.5242,"Giving"
9,4,"school",41,272,278.5464,"Fearless"
9,4,"school",42,273,285.4604,"Communicative"
9,4,"school",43,274,292.9184,"Well-organized"
9,4,"school",45,276,308.907,"Sincere"
9,4,"school",46,277,316.2685,"Straightforward"
9,4,"school",47,278,323.9585,"Sentimental"
9,4,"school",48,279,330.2573,"Dependable"
9,4,"school",50,281,343.1161,"Outgoing"
9,4,"school",51,282,349.4627,"Reserved"
9,4,"school",53,284,366.1454,"Glad"
9,4,"school",54,285,373.0934,"Fun"
9,4,"school",55,286,379.1808,"Nice"
9,4,"school",57,288,392.0696,"Extraverted"
9,4,"school",58,289,399.113,"Passionate"
9,4,"school",59,290,407.9788,"Good-humored"
9,4,"school",60,291,414.3574,"Contemplative"
9,4,"school",61,292,420.524,"Unselfish"
9,4,"school",62,293,426.9481,"Good"
9,4,"school",64,295,440.6551,"Untiring"
9,4,"school",65,296,447.4491,"Mathematical"
9,4,"school",67,298,461.2311,"Charming"
9,4,"school",68,299,468.5878,"Eager"
9,4,"school",69,300,478.8456,"Funny"
9,4,"school",70,301,485.5582,"Sociable"
9,4,"school",72,303,501.1232,"Talkative"
9,4,"school",73,304,507.6691,"Helpful"
9,4,"school",75,306,521.7472,"Courageous"
9,4,"school",76,307,529.5904,"Friendly"
9,4,"school",77,308,537,"Positive"
10,1,"school",1,1,5,"Studious"
10,1,"school",2,2,11.0522,"Extraverted"
10,1,"school",3,3,18.3283,"Optimistic"
10,1,"school",5,5,31.8833,"Enthusiastic"
10,1,"school",6,6,38.7041,"Communicative"
10,1,"school",7,7,45.5803,"Natural"
10,1,"school",8,8,52.1067,"Mathematical"
10,1,"school",9,9,59.3408,"Reserved"
10,1,"school",11,11,75.5599,"Understanding"
10,1,"school",12,12,84.218,"Unassuming"
10,1,"school",13,13,90.5668,"Good-humored"
10,1,"school",14,14,97.1972,"Lively"
10,1,"school",15,15,104.302,"Contemplative"
10,1,"school",17,17,118.0585,"Talkative"
10,1,"school",18,18,125.4038,"Confident"
10,1,"school",19,19,131.6464,"Untiring"
10,1,"school",20,20,140.3056,"Considerate"
10,1,"school",22,22,153.6173,"Generous"
10,1,"school",24,24,168.3151,"Cooperative"
10,1,"school",25,25,175.0686,"Open-minded"
10,1,"school",26,26,181.8595,"Unafraid"
10,1,"school",27,27,188.9894,"Self-critical"
10,1,"school",28,28,195.1235,"Helpful"
10,1,"school",29,29,201.5319,"Dependable"
10,1,"school",30,30,208.2665,"Giving"
10,1,"school",31,31,214.9739,"Hospitable"
10,1,"school",32,32,221.9699,"Fair"
10,1,"school",33,33,229.4099,"Outgoing"
10,1,"school",34,34,236.7342,"Sociable"
10,1,"school",35,35,244.0291,"Sentimental"
10,1,"school",37,37,256.9537,"Comfortable"
10,1,"school",38,38,265.792,"Gentle"
10,1,"school",39,39,272.5756,"Loyal"
10,1,"school",40,40,278.6339,"Courageous"
10,1,"school",41,41,286.0296,"Passionate"
10,1,"school",42,42,293.5978,"Lenient"
10,1,"school",43,43,299.8768,"Fearless"
10,1,"school",44,44,306.8005,"Compassionate"
10,1,"school",45,45,313.6148,"Sincere"
10,1,"school",47,47,326.4929,"Nice"
10,1,"school",48,48,332.9277,"Fun"
10,1,"school",49,49,339.5445,"Warm"
10,1,"school",50,50,345.9859,"Scientific"
10,1,"school",51,51,352.2171,"Verbal"
10,1,"school",53,53,365.7457,"Witty"
10,1,"school",54,54,372.9551,"Lucky"
10,1,"school",56,56,387.1435,"Humorous"
10,1,"school",57,57,393.2712,"Faithful"
10,1,"school",58,58,399.6776,"Outspoken"
10,1,"school",59,59,405.9074,"Glad"
10,1,"school",60,60,412.1607,"Casual"
10,1,"school",61,61,420.0168,"Quiet"
10,1,"school",62,62,427.6502,"Original"
10,1,"school",64,64,441.8898,"Eager"
10,1,"school",65,65,448.1268,"Good"
10,1,"school",67,67,460.7036,"Charming"
10,1,"school",68,68,467.216,"Friendly"
10,1,"school",69,69,475.6229,"Charitable"
10,1,"school",70,70,485.268,"Well-organized"
10,1,"school",71,71,493.541,"Unselfish"
10,1,"school",72,72,499.9493,"Positive"
10,1,"school",74,74,516.553,"Good-tempered"
10,1,"school",75,75,523.9663,"Funny"
10,1,"school",77,77,537,"Straightforward"
10,2,"friend",1,78,5,"Reserved"
10,2,"friend",2,79,11.0385,"Friendly"
10,2,"friend",3,80,17.679,"Glad"
10,2,"friend",4,81,23.7084,"Lively"
10,2,"friend",6,83,36.7624,"Funny"
10,2,"friend",7,84,42.7985,"Dependable"
10,2,"friend",9,86,55.9495,"Warm"
10,2,"friend",10,87,62.6424,"Optimistic"
10,2,"friend",11,88,72.3959,"Fun"
10,2,"friend",13,90,84.6853,"Good"
10,2,"friend",14,91,90.7748,"Eager"
10,2,"friend",15,92,97.8297,"Gentle"
10,2,"friend",16,93,104.1864,"Unassuming"
10,2,"friend",17,94,112.0977,"Understanding"
10,2,"friend",18,95,118.9852,"Passionate"
10,2,"friend",19,96,127.8527,"Straightforward"
10,2,"friend",20,97,134.5898,"Scientific"
10,2,"friend",21,98,140.7101,"Witty"
10,2,"friend",22,99,148.9192,"Sentimental"
10,2,"friend",23,100,157.077,"Considerate"
10,2,"friend",25,102,169.254,"Loyal"
10,2,"friend",26,103,177.66,"Self-critical"
10,2,"friend",27,104,185.1024,"Humorous"
10,2,"friend",28,105,191.1285,"Good-humored"
10,2,"friend",29,106,197.9119,"Communicative"
10,2,"friend",31,108,210.6963,"Outgoing"
10,2,"friend",33,110,223.8213,"Natural"
10,2,"friend",34,111,230.5424,"Casual"
10,2,"friend",35,112,237.1363,"Verbal"
10,2,"friend",36,113,243.9713,"Unafraid"
10,2,"friend",37,114,251.2576,"Extraverted"
10,2,"friend",38,115,258.7545,"Good-tempered"
10,2,"friend",39,116,265.7208,"Compassionate"
10,2,"friend",40,117,273.1654,"Outspoken"
10,2,"friend",41,118,279.1479,"Cooperative"
10,2,"friend",42,119,286.793,"Nice"
10,2,"friend",43,120,295.371,"Lenient"
10,2,"friend",44,121,301.7918,"Sincere"
10,2,"friend",46,123,315.8028,"Comfortable"
10,2,"friend",48,125,331.4459,"Charitable"
10,2,"friend",49,126,337.851,"Untiring"
10,2,"friend",50,127,344.073,"Generous"
10,2,"friend",52,129,358.8371,"Hospitable"
10,2,"friend",53,130,366.0067,"Faithful"
10,2,"friend",54,131,373.9996,"Giving"
10,2,"friend",55,132,382.6126,"Mathematical"
10,2,"friend",56,133,389.1944,"Contemplative"
10,2,"friend",57,134,395.3886,"Positive"
10,2,"friend",58,135,401.3344,"Well-organized"
10,2,"friend",59,136,407.3433,"Lucky"
10,2,"friend",60,137,414.7221,"Enthusiastic"
10,2,"friend",62,139,429.4525,"Open-minded"
10,2,"friend",63,140,436.0851,"Original"
10,2,"friend",64,141,442.3532,"Confident"
10,2,"friend",65,142,450.227,"Fair"
10,2,"friend",66,143,456.5411,"Sociable"
10,2,"friend",67,144,464.9092,"Talkative"
10,2,"friend",69,146,478.2251,"Courageous"
10,2,"friend",71,148,493.1294,"Charming"
10,2,"friend",72,149,502.4812,"Quiet"
10,2,"friend",73,150,510.5036,"Studious"
10,2,"friend",75,152,524.0739,"Helpful"
10,2,"friend",76,153,530.6328,"Unselfish"
10,2,"friend",77,154,537,"Fearless"
10,3,"friend",1,155,5,"Good-tempered"
10,3,"friend",2,156,12.1279,"Verbal"
10,3,"friend",4,158,27.0121,"Charitable"
10,3,"friend",6,160,41.8801,"Communicative"
10,3,"friend",7,161,48.9433,"Cooperative"
10,3,"friend",9,163,65.2485,"Extraverted"
10,3,"friend",10,164,72.2414,"Sincere"
10,3,"friend",11,165,80.8616,"Gentle"
10,3,"friend",12,166,89.4838,"Reserved"
10,3,"friend",13,167,97.5554,"Lenient"
10,3,"friend",15,169,113.5518,"Positive"
10,3,"friend",16,170,120.22,"Scientific"
10,3,"friend",17,171,127.9813,"Nice"
10,3,"friend",18,172,135.5011,"Helpful"
10,3,"friend",20,174,149.1965,"Unassuming"
10,3,"friend",21,175,155.7636,"Casual"
10,3,"friend",22,176,162.5528,"Outgoing"
10,3,"friend",23,177,168.8972,"Fun"
10,3,"friend",24,178,176.0892,"Unselfish"
10,3,"friend",25,179,182.2106,"Well-organized"
10,3,"friend",26,180,190.8948,"Talkative"
10,3,"friend",27,181,198.7763,"Optimistic"
10,3,"friend",28,182,204.7794,"Confident"
10,3,"friend",30,184,219.8703,"Witty"
10,3,"friend",31,185,225.8483,"Comfortable"
10,3,"friend",32,186,234.977,"Self-critical"
10,3,"friend",33,187,241.6906,"Generous"
10,3,"friend",34,188,248.3228,"Good"
10,3,"friend",35,189,254.3625,"Dependable"
10,3,"friend",36,190,260.4967,"Eager"
10,3,"friend",37,191,268.0021,"Hospitable"
10,3,"friend",38,192,275.9767,"Natural"
10,3,"friend",39,193,283.8069,"Enthusiastic"
10,3,"friend",40,194,290.2034,"Humorous"
10,3,"friend",41,195,296.1153,"Charming"
10,3,"friend",42,196,302.5676,"Quiet"
10,3,"friend",44,198,315.2141,"Warm"
10,3,"friend",45,199,321.9175,"Good-humored"
10,3,"friend",46,200,331.0345,"Studious"
10,3,"friend",47,201,337.0909,"Lucky"
10,3,"friend",48,202,343.8802,"Fearless"
10,3,"friend",49,203,349.7642,"Original"
10,3,"friend",50,204,355.9174,"Unafraid"
10,3,"friend",52,206,368.5234,"Considerate"
10,3,"friend",53,207,375.5339,"Glad"
10,3,"friend",55,209,389.4483,"Loyal"
10,3,"friend",56,210,395.6053,"Untiring"
10,3,"friend",57,211,402.6303,"Passionate"
10,3,"friend",58,212,408.5785,"Fair"
10,3,"friend",59,213,414.5609,"Mathematical"
10,3,"friend",60,214,421.699,"Open-minded"
10,3,"friend",62,216,437.7538,"Faithful"
10,3,"friend",64,218,451.1163,"Contemplative"
10,3,"friend",65,219,457.0287,"Sociable"
10,3,"friend",66,220,464.3836,"Sentimental"
10,3,"friend",67,221,470.9794,"Giving"
10,3,"friend",68,222,476.9025,"Courageous"
10,3,"friend",69,223,483.0242,"Understanding"
10,3,"friend",70,224,489.6997,"Friendly"
10,3,"friend",71,225,496.2692,"Straightforward"
10,3,"friend",72,226,502.9766,"Compassionate"
10,3,"friend",73,227,510.7092,"Lively"
10,3,"friend",75,229,524.8995,"Outspoken"
10,3,"friend",77,231,537,"Funny"
10,4,"school",1,232,5,"Communicative"
10,4,"school",2,233,11.2294,"Hospitable"
10,4,"school",3,234,20.2531,"Giving"
10,4,"school",4,235,27.5228,"Good-tempered"
10,4,"school",5,236,34.6407,"Sentimental"
10,4,"school",6,237,41.2934,"Glad"
10,4,"school",7,238,49.5183,"Outspoken"
10,4,"school",8,239,57.9467,"Friendly"
10,4,"school",9,240,64.1158,"Comfortable"
10,4,"school",11,242,77.2454,"Sincere"
10,4,"school",12,243,83.7699,"Eager"
10,4,"school",13,244,90.8709,"Extraverted"
10,4,"school",15,246,104.7301,"Positive"
10,4,"school",16,247,111.076,"Fair"
10,4,"school",17,248,117.4952,"Sociable"
